CAS,Name,Mol Wt,Boiling Pt (deg C),Reference
92-66-0,4-BROMOBIPHENYL,233.1095,310,
92-67-1,4-AMINOBIPHENYL,169.2282,302,
92-69-3,P-PHENYLPHENOL,170.2129,305,
92-71-7,"OXAZOLE, 2,5-DIPHENYL-",221.261,360,
92-81-9,Acridan,181.2393,347,"Lide, DR ET AL (1994)"
92-82-0,PHENAZINE,180.211,>360     ,
92-83-1,9H-XANTHENE,182.2241,311,
92-84-2,PHENOTHIAZINE,199.2762,371,
92-85-3,THIANTHRENE,216.3256,365,
92-86-4,"4,4'-DIBROMOBIPHENYL",312.0056,357.5,
92-87-5,BENZIDINE,184.2428,401,
92-91-1,4-ACETYLBIPHENYL,196.2511,326,
92-93-3,P-NITROBIPHENYL,199.211,340,
92-94-4,"1,1':4',1''-TERPHENYL",230.3123,376,
92-95-5,p-Xenylcarbimide,195.2228,283,
92-99-9,"6-Quinolinamine, N,N,2-trimethyl-",186.2588,319,
93-02-7,"Benzaldehyde, 2,5-dimethoxy-",166.1782,270,
93-03-8,"Benzenemethanol, 3,4-dimethoxy-",168.1942,298,
93-04-9,"NAPHTHALENE, 2-METHOXY-",158.2018,274,
93-05-0,"N,N-DIETHYL-1,4-BENZENEDIAMINE",164.2524,261,
93-08-3,1-(2-NAPHTHALENYL)ETHANONE,170.2129,302,
93-09-4,2-NAPHTHOIC ACID,172.1852,>300     ,
93-15-2,METHYLEUGENOL,178.233,254.7,CRC Handbook
93-16-3,"Benzene, 1,2-dimethoxy-4-(1-propenyl)-",178.233,270.5,
93-18-5,"Naphthalene, 2-ethoxy-",172.2288,282,
93-26-5,O-METHOXYACETANILIDE,165.1935,304,
93-28-7,EUGENYL ACETATE,206.2436,281,
93-37-8,"Quinoline, 2,7-dimethyl-",157.217,264.5,
93-50-5,"Benzenamine, 4-chloro-2-methoxy-",157.6009,260,
93-51-6,4-Methyl-2-methoxyphenol,138.1677,221,
93-53-8,"Benzeneacetaldehyde, .alpha.-methyl-",134.1795,203.5,
93-54-9,α-Ethylbenzyl alcohol,136.1954,219,
93-55-0,PROPIOPHENONE,134.1795,217.5,
93-56-1,"1,2-Ethanediol, 1-phenyl-",138.1677,273,
93-58-3,"BENZOIC ACID, METHYL ESTER",136.1518,199,
93-60-7,"NICOTINIC ACID, METHYL ESTER",137.1393,204,
93-61-8,N-METHYLFORMANILIDE,135.167,243,
93-65-2,MECOPROP,214.6504,298,
93-88-9,"BENZENEETHANAMINE, N,b-DIMETHYL-",149.2378,207.5,
93-89-0,ETHYL BENZOATE,150.1789,212,
93-91-4,"1,3-Butanedione, 1-phenyl-",162.19,261.5,
93-97-0,"BENZOIC ACID, ANHYDRIDE",226.234,360,
93-99-2,PHENYL BENZOATE,198.2234,314,
94-08-6,4-Methylbenzoic acid ethyl ester,164.2059,232,
94-09-7,"P-AMINOBENZOIC ACID, ETHYL ESTER",165.1935,310,
94-19-9,ETHAZOLE,284.3607,185.75,
94-30-4,"Benzoic acid, 4-methoxy-, ethyl ester",180.2053,269.5,
94-41-7,BENZALACETOPHENONE,208.2623,346.5,
94-46-2,"1-BUTANOL, 3-METHYL-, BENZOATE",192.2601,261,
94-58-6,DIHYDROSAFROLE,164.2059,228,CRC Handbook
94-59-7,SAFROLE,162.19,234.5,
94-65-5,"Cyclohexanone, 2-propyl-",140.2273,197,
94-68-8,"Benzenamine, N-ethyl-2-methyl-",135.2107,216,
94-69-9,"Formamide, N-(2-methylphenyl)-",135.167,288,
94-70-2,2-ETHOXYANILINE,137.183,232.5,
94-71-3,O-ETHOXYPHENOL,138.1677,217,
94-74-6,2-METHYL-4-CHLOROPHENOXYACETIC ACID,200.6233,286.74,
94-81-5,MCPB,228.6775,> 280,
94-82-6,"2,4-DB",249.0954,324.35,
94-96-2,"2-ETHYL-1,3-HEXANDIOL",146.2315,244,
94-99-5,"2,4-DICHLOROBENZYLCHLORIDE",195.4769,248,
95-13-6,INDENE,116.1641,182,
95-14-7,1H-BENZOTRIAZOLE,119.1269,350,
95-15-8,BENZO(B)THIOPHENE,134.201,221,
95-16-9,BENZOTHIAZOLE,135.1886,231,
95-20-5,2-METHYLINDOLE,131.1788,272,
95-21-6,"Benzoxazole, 2-methyl-",133.1511,200.5,
95-46-5,O-BROMOTOLUENE,171.0378,181.7,
95-47-6,O-XYLENE,106.1689,144.5,
95-48-7,O-CRESOL,108.1412,191.0,
95-49-8,2-CHLOROTOLUENE,126.5868,159.0,
95-50-1,"1,2-DICHLOROBENZENE",147.0048,180,Merck Index
95-51-2,2-CHLOROANILINE,127.5744,208.8,
95-52-3,O-FLUOROTOLUENE,110.1322,115,
95-53-4,O-TOLUIDINE,107.1565,200.3,
95-54-5,"1,2-BENZENEDIAMINE",108.1441,257,
95-56-7,O-BROMOPHENOL,173.0102,194.5,
95-57-8,2-CHLOROPHENOL,128.5591,174.9,
95-63-6,"1,2,4-TRIMETHYLBENZENE",120.196,169.3,
95-64-7,"3,4-XYLIDINE",121.1836,228,
95-65-8,"3,4-DIMETHYLPHENOL",122.1683,227,
95-66-9,"BENZENE, 1-CHLORO-2,4-DIMETHYL-",140.6139,184,
95-68-1,"2,4-DIMETHYLANILINE",121.1836,214,
95-69-2,2-METHYL-4-CHLOROANILINE,141.6015,244,
95-70-5,"2,5-DIAMINOTOLUENE",122.1712,273.5,
95-71-6,"1,4-BENZENEDIOL, 2-METHYL-",124.1406,272,
95-72-7,"Benzene, 2-chloro-1,4-dimethyl-",140.6139,187,
95-73-8,"2,4-DICHLOROTOLUENE",161.0319,201,
95-74-9,3-CHLORO-P-TOLUIDINE,141.6015,243,
95-75-0,"3,4-DICHLOROTOLUENE",161.0319,208.9,
95-76-1,"3,4-DICHLOROANILINE",162.0195,272,
95-77-2,"3,4-DICHLOROPHENOL",163.0042,253,
95-78-3,"2,5-DIMETHYLANILINE",121.1836,214,
95-79-4,5-CHLORO-O-TOLUIDINE,141.6015,239,
95-80-7,"2,4-TOLUENEDIAMINE",122.1712,292,
95-81-8,2-CHLOR-5-METHYL-ANILINE,141.6015,229,
95-82-9,"2,5-DICHLOROANILINE",162.0195,251,
95-83-0,"4-CHLORO-1,2-BENZENEDIAMINE",142.5891,229.3,
95-87-4,"2,5-DIMETHYLPHENOL",122.1683,211.1,
95-92-1,ETHYL OXALATE,146.1442,185.7,
95-93-2,"1,2,4,5-TETRAMETHYLBENZENE",134.2231,196.8,
95-94-3,"1,2,4,5-TETRACHLOROBENZENE",215.8948,244.5,
95-95-4,"2,4,5-TRICHLOROPHENOL",197.4492,247,
96-02-6,"2,5-Furandione, 3-chloro-",132.5038,196,
96-09-3,STYRENE OXIDE,120.1524,194.1,
96-10-6,DIETHYLALUMINIUM CHLORIDE,120.5588,208,
96-11-7,"Propane, 1,2,3-tribromo-",280.7853,222.1,
96-12-8,"1,2-DIBROMO-3-CHLOROPROPANE",236.3343,196,
96-14-0,3-METHYLPENTANE,86.1785,63.2,
96-18-4,"1,2,3-TRICHLOROPROPANE",147.4323,157,
96-19-5,"1,2,3-TRICHLOROPROPENE",145.4164,142,
96-20-8,2-Amino-1-butanol,89.1384,178,
96-22-0,3-PENTANONE,86.1349,101.9,CRC Handbook
96-23-1,"1,3-DICHLORO-2-PROPANOL",128.9867,176,
96-29-7,2-BUTANONE OXIME,87.1224,152.5,
96-31-1,"DIMETHYLUREA, SYM",88.11,269,
96-32-2,"Acetic acid, bromo-, methyl ester",152.9761,132,
96-33-3,METHYL ACRYLATE,86.0912,80.2,
96-34-4,METHYL CHLOROACETATE,108.5251,129.5,
96-37-7,METHYLCYCLOPENTANE,84.1625,71.8,
96-41-3,CYCLOPENTANOL,86.1349,140.4,
96-43-5,2-CHLOROTHIOPHENE,118.5855,128.3,
96-45-7,ETHYLENETHIOUREA,102.1587,347.18,
96-47-9,2-METHYLTETRAHYDROFURAN,86.1349,78,
96-48-0,GAMMA-BUTYROLACTONE,86.0912,204,Merck Index
96-49-1,"1,3-DIOXOLAN-2-ONE",88.0635,248,
96-54-8,N-METHYLPYRROLE,81.1182,115,
96-64-0,SOMAN,182.1766,198,
96-76-4,"2,4-DI-T-BUTYLPHENOL",206.3308,263.5,
96-80-0,2-(BIS(1-METHYLETHYL)AMINO)ETHANOL,145.2467,190,
97-00-7,"2,4-DINITROCHLOROBENZENE",202.5548,315,
97-02-9,"2,4-DINITROANILINE",183.1245,333.6,
97-53-0,EUGENOL,164.2059,253.2,Merck Index (2001)
97-54-1,2-METHOXY-4-(1-PROPENYL)PHENOL,164.2059,266,
97-61-0,"PENTANOIC ACID, 2-METHYL-",116.1613,196.5,
97-62-1,ETHYL ISOBUTYRATE,116.1613,110.1,
97-63-2,ETHYL METHACRYLATE,114.1454,117,
97-64-3,ETHYL LACTATE,118.1337,154      ,
97-72-3,"Propanoic acid, 2-methyl-, anhydride",158.199,183,
97-84-7,"N,N,N',N'-Tetramethyl-1,3-butanediamine",144.262,165,Aldrich (2000)
97-85-8,ISOBUTYL ISOBUTYRATE,144.2155,148.6,
97-86-9,"METHACRYLIC ACID, I-BUTYL ESTER",142.1996,155,
97-87-0,"Isobutyric acid, butyl ester (6CI,7CI,8CI)",144.2155,155,ChemFinder (2005)
97-88-1,"METHACRYLIC ACID, N-BUTYL ESTER",142.1996,160,
97-90-5,ETHYLENE DIMETHYLACRYLATE,198.2207,80.7,
97-93-8,ALUMINUM TRIETHYL,114.168,194,
97-94-9,TRIETHYLBORINE,97.9975,95,CRC Handbook
97-95-0,2-ETHYL-1-BUTANOL,102.1779,147,
97-97-2,"Ethane, 2-chloro-1,1-dimethoxy-",124.5681,127.5,
97-99-4,TETRAHYDROFURFURYL ALCOHOL,102.1343,178,
98-00-0,2-HYDROXYMETHYLFURAN,98.1024,171,
98-01-1,FUFURAL,96.0864,161.7,CRC (2005)
98-02-2,2-Furanmethanethiol,114.167,157,
98-03-3,THIOPHENE-2-CARBOXALDEHYDE,112.151,197,
98-06-6,T-BUTYLBENZENE,134.2231,169.1,
98-07-7,BENZOTRICHLORIDE,195.4769,221,
98-08-8,BENZOTRIFLUORIDE,146.1131,102.1,
98-09-9,BENZENESULFONYL CHLORIDE,176.6226,252,
98-13-5,PHENYLTRICHLOROSILANE,211.5518,201,
98-15-7,"Benzene, 1-chloro-3-(trifluoromethyl)-",180.5581,137.5,
98-16-8,3-TRIFLUOROMETHYLANILINE,161.1278,187,
98-17-9,M-TRIFLUOROMETHYLPHENOL,162.1125,178,
98-19-1,"Benzene, 1-(1,1-dimethylethyl)-3,5-dimethyl-",162.2773,207,
98-27-1,4-(T-BUTYL)-2-CRESOL,164.2496,237,
98-29-3,"1,2-Benzenediol, 4-(1,1-dimethylethyl)-",166.2219,285,
98-46-4,M-TRIFLUOROMETHYLNITROBENZENE,191.1106,202.8,
98-51-1,P-(T-BUTYL)TOLUENE,148.2502,190,
98-54-4,P-T-BUTYLYPHENOL,150.2225,237,
98-55-5,ALPHA-TERPINEOL,154.2544,220,
98-56-6,4-(TRIFLUOROMETHYL)CHLOROBENZENE,180.5581,138.5,
98-82-8,CUMENE,120.196,152.4,
98-83-9,ALPHA-METHYLSTYRENE,118.1801,165.4,
98-84-0,"BENZENEMETHANAMINE, .alpha.-METHYL-",121.1836,185,
98-85-1,ALPHA-METHYLBENZYL ALCOHOL,122.1683,205,
98-86-2,ACETOPHENONE,120.1524,202,
98-87-3,(DICHLOROMETHYL)BENZENE,161.0319,205,
98-88-4,BENZOYL CHLORIDE,140.5703,197.2,
98-89-5,CYCLOHEXANECARBOXYLIC ACID,128.1725,232.5,
98-94-2,"Cyclohexanamine, N,N-dimethyl-",127.2314,160,
98-95-3,NITROBENZENE,123.1123,210.8,
99-02-5,M-CHLOROACETOPHENONE,154.5974,244,
99-03-6,M-AMINOACETOPHENONE,135.167,289.5,
99-07-0,"PHENOL, 3-(DIMETHYLAMINO)-",137.183,266.5,
99-08-1,3-NITROTOLUENE,137.1393,232,
99-09-2,3-NITROANILINE,138.1269,306,CRC Handbook
99-12-7,"Benzene, 1,3-dimethyl-5-nitro-",151.1664,274,
99-35-4,"1,3,5-TRINITROBENZENE",213.1073,315,
99-36-5,"BENZOIC ACID, 3-METHYL-, METHYL ESTER",150.1789,221,
99-48-9,"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-",152.2384,228,
99-49-0,CARVONE,150.2225,231,
99-51-4,"1,2-DIMETHYL-4-NITROBENZENE",151.1664,251,
99-54-7,"3,4-DICHLORONITROBENZENE",192.0023,255.5,CRC Handbook
99-62-7,"1,3-DIISOPROPYLBENZENE",162.2773,203.2,
99-63-8,"1,3-Benzenedicarbonyl dichloride",203.0259,276,
99-65-0,"1,3-DINITROBENZENE",168.1098,291,
99-66-1,VALPROIC ACID,144.2155,222,
99-71-8,P-(SEC-BUTYL)PHENOL,150.2225,241,
99-75-2,"BENZOIC ACID, 4-METHYL-, METHYL ESTER",150.1789,220,
99-76-3,4-HYDROXY METHYL BENZOATE,152.1512,275 dec,
99-77-4,ETHYL-P-NITROBENZOATE,195.1764,186.3,
99-82-1,P-MENTHANE,140.2709,170.7,
99-83-2,alpha-PHELLANDRENE,136.239,172,
99-84-3,"CYCLOHEXENE, 4-METHYLENE-1-(1-METHYLETHYL)-",136.239,173.5,
99-85-4,GAMMA-TERPINENE,136.239,183,
99-86-5,alpha-Terpinene,136.239,175,
99-87-6,P-CYMENE,134.2231,177.1,
99-88-7,P-ISOPROPYLANILINE,135.2107,225,
99-89-8,P-ISOPROPYLPHENOL,136.1954,230,
99-90-1,P-BROMOACETOPHENONE,199.0484,257,
99-91-2,1-(4-CHLOROPHENYL)ETHANONE,154.5974,232,
99-92-3,4-AMINOACETOPHENONE,135.167,294,
99-97-8,"N,N,4-TRIMETHYLANILINE",135.2107,211,
99-98-9,"N,N-DIMETHYL-P-PHENYLENEDIAMINE",136.1982,263,
99-99-0,P-NITROTOLUENE,137.1393,238.3,
100-00-5,P-CHLORONITROBENZENE,157.5573,242,CRC Handbook
100-01-6,4-NITROANILINE,138.1269,332,Merck Index
100-02-7,4-NITROPHENOL,139.1117,279,
100-06-1,P-METHOXYACETOPHENONE,150.1789,258,
100-07-2,"Benzoyl chloride, 4-methoxy-",170.5968,262.5,
100-09-4,P-METHOXYBENZOIC ACID,152.1512,276.5,
100-12-9,4-ETHYLNITROBENZENE,151.1664,245.5,
100-17-4,P-NITROANISOLE,153.1387,274,
100-18-5,"1,4-DIISOPROPYLBENZENE",162.2773,210.3,
100-20-9,"1,4-Benzenedicarbonyl dichloride",203.0259,258,
100-22-1,"N,N,N',N'-TETRAMETHYL-P-PHENYLENEDIAMINE",164.2524,260,
100-25-4,P-DINITROBENZENE,168.1098,297,
100-29-8,P-NITROPHENETOLE,167.1658,283,
100-35-6,"N,N-Diethyl-2-chloroethylamine",135.6382,146-147,Ullmann On-Line
100-36-7,"1,2-ETHANEDIAMINE, N,N-DIETHYL-",116.2078,144,
100-37-8,2-(DIETHYLAMINO)-ETHANOL,117.1926,163,
100-39-0,ALPHA-BROMOTOLUENE,171.0378,201,
100-40-3,4-VINYLCYCLOHEXENE,108.1848,128,
100-41-4,ETHYLBENZENE,106.1689,136.1,
100-42-5,STYRENE,104.153,145,
100-44-7,ALPHA-CHLOROTOLUENE,126.5868,179,
100-46-9,BENZYLAMINE,107.1565,185,
100-47-0,BENZONITRILE,103.1246,191.1,
100-48-1,4-CYANOPYRIDINE,104.1122,213.5,
100-49-2,Cyclohexanemethanol,114.189,183,
100-50-5,3-CYCLOHEXENE-1-CARBOXALDEHYDE,110.1572,105,
100-51-6,BENZYL ALCOHOL,108.1412,205.3,
100-52-7,BENZALDEHYDE,106.1253,179.0,
100-53-8,Benzenemethanethiol,124.2058,194.5,CRC Handbook
100-54-9,3-CYANOPYRIDINE,104.1122,206.9,
100-55-0,3-PYRIDINEMETHANOL,109.1288,266,
100-60-7,"Cyclohexanamine, N-methyl-",113.2043,147,
100-61-8,N-METHYLANILINE,107.1565,196.2,
100-63-0,PHENYL HYDRAZINE,108.1441,243.5,
100-64-1,CYCLOHEXANONE OXIME,113.1607,206,
100-66-3,ANISOLE,108.1412,153.7,
100-68-5,THIOANISOLE,124.2058,193,
100-69-6,2-VINYLPYRIDINE,105.1405,159.5,
100-70-9,2-CYANOPYRIDINE,104.1122,224.5,
100-71-0,2-ETHYLPYRIDINE,107.1565,148.6,
100-72-1,TETRAHYDROPYRAN-2-METHANOL,116.1613,185,
100-73-2,"2H-Pyran-2-carboxaldehyde, 3,4-dihydro-",112.1295,146,Aldrich (2000)
100-74-3,4-ETHYLMORPHOLINE,115.1766,138.5,
100-75-4,N-NITROSOPIPERIDINE,114.1483,219,
100-80-1,M-METHYLSTYRENE,118.1801,164,
100-81-2,"Benzenemethanamine, 3-methyl-",121.1836,203.5,
100-83-4,3-HYDROXYBENZALDEHYDE,122.1247,240,
100-84-5,M-METHYLANISOLE,122.1683,175.5,
100-86-7,"Benzeneethanol, .alpha.,.alpha.-dimethyl-",150.2225,215,
101-02-0,"Phosphorous acid, triphenyl ester",310.2922,360,
101-14-4,"4,4'-METHYLENEBIS(2-CHLOROANILINE)",267.16,378.9,
101-17-7,3-CHLORODIPHENYL ETHER,203.6732,338,
101-18-8,"Phenol, 3-(phenylamino)-",185.2276,340,
101-27-9,BARBAN,258.1059,224 dec,
101-39-3,"2-Propenal, 2-methyl-3-phenyl-",146.1906,251.6,
101-40-6,Propylhexedrine,155.2856,205,
101-41-7,"PHENYLACETIC ACID, METHYL ESTER",150.1789,216.5,
101-43-9,2-METHYLCYCLOHEXYL ACRYLATE,168.2378,210,
101-48-4,"Benzene, (2,2-dimethoxyethyl)-",166.2219,220,Aldrich (2000)
101-53-1,4-HYDROXYDIPHENYLMETHANE,184.24,322,
101-54-2,4-AMINODIPHENYLAMINE,184.2428,354,
101-55-3,4-BROMOPHENYL PHENYL ETHER,249.1089,310.1,
101-61-1,BIS(4-DIMETHYLAMINOPHENYL)METHANE,254.3783,390,
101-77-9,DI-(P-AMINOPHENYL)METHANE,198.2699,398,
101-80-4,"4,4'-DIAMINODIPHENYL ETHER",200.2422,350,
101-81-5,"BENZENE, 1,1'-METHYLENEBIS-",168.2406,265.0,
101-82-6,2-BENZYLPYRIDINE,169.2282,277,
101-83-7,DICYCLOHEXYLAMINE,181.3238,255.8,
101-84-8,DIPHENYL ETHER,170.2129,258.0,
101-97-3,"BENZENEACETIC ACID, ETHYL ESTER",164.2059,227,
101-99-5,N-PHENYL ETHYLCARBAMATE,165.1935,238      ,
102-04-5,DIBENZYL KETONE,210.2782,331,
102-07-8,"DIPHENYLUREA, SYM",212.2534,262,
102-09-0,"CARBONIC ACID, DIPHENYL ESTER",214.2228,306,
102-13-6,"Benzeneacetic acid, 2-methylpropyl ester",192.2601,247,
102-17-0,"Benzeneacetic acid, (4-methoxyphenyl)methyl este",256.3041,370,Aldrich (1998)
102-24-9,"Boroxin, trimethoxy-",173.5346,130,Aldrich (1998)
102-25-0,"1,3,5-TRIETHYLBENZENE",162.2773,215.9,
102-27-2,"Benzenamine, N-ethyl-3-methyl-",135.2107,221,
102-29-4,M-HYDROXYPHENYL ACETATE,152.1512,283,
102-45-4,"CYCLOPENTANEETHANAMINE, N,.ALPHA.-DIMETHYL-",141.2585,171,
102-47-6,"Benzene, 1,2-dichloro-4-(chloromethyl)-",195.4769,241,
102-50-1,"BENZENAMINE, 4-METHOXY-2-METHYL-",137.183,248.5,
102-52-3,"Propane, 1,1,3,3-tetramethoxy-",164.2032,183,
102-53-4,"Methanediamine, N,N,N',N'-tetraethyl-",158.2891,165.8,
102-54-5,Ferrocene,186.0382,249,
102-56-7,"2,5-DIMETHOXYANILINE",153.1824,270,
102-69-2,TRIPROPYLAMINE,143.2744,156,
102-70-5,TRIALLYLAMINE,137.2266,155.5,
102-71-6,TRIETHANOLAMINE,149.1914,335.4,
102-76-1,TRIACETIN,218.2083,259,
102-79-4,"Ethanol, 2,2'-(butylimino)bis-",161.2461,275,
102-81-8,2-Dibutylaminoethanol,173.3009,229,ALDRICH (2000)
102-82-9,TRI N-BUTYLAMINE,185.3557,216.5,
102-83-0,"1,3-Propanediamine, N,N-dibutyl-",186.3433,205,Aldrich (1998)
102-86-3,"1-Hexanamine, N,N-dihexyl-",269.5182,261.7,
102-92-1,"2-Propenoyl chloride, 3-phenyl-",166.6085,257,
102-97-6,"BENZENEMETHANAMINE, N-(1-METHYLETHYL)-",149.2378,200,
103-09-3,2-ETHYLHEXYLACETATE,172.2697,199,
103-11-7,2-ETHYLHEXYL ACRYLATE,184.2808,213.5,
103-23-1,DI-2-ETHYLHEXYL ADIPATE,370.5776,417,
103-25-3,METHYL B-PHENYLPROPIONATE,164.2059,238.5,
103-26-4,"CINNAMIC ACID, METHYL ESTER",162.19,260.4,
103-29-7,BIBENZYL,182.2677,284,
103-30-0,STILBENE (TRANS),180.2517,307,
103-32-2,N-BENZYLANILINE,183.2553,306.5,
103-33-3,AZOBENZENE,182.2269,293,Merck Index
103-36-6,"CINNAMIC ACID, ETHYL ESTER",176.2171,271,
103-37-7,"Butanoic acid, phenylmethyl ester",178.233,239,
103-38-8,"BUTANOIC ACID, 3-METHYL-, PHENYLMETHYL ESTER",192.2601,245,
103-41-3,BENZYL CINNAMATE,238.2888,350,
103-45-7,B-PHENYLETHYL ACETATE,164.2059,232.6,
103-48-0,"Propanoic acid, 2-methyl-, 2-phenylethyl ester",192.2601,250,"Lide, DR (1994) CRC"
103-50-4,DIBENZYL ETHER,198.2671,298,
103-54-8,"Acetic acid, cinnamyl ester",176.2171,265,Aldrich (1998)
103-63-9,(2-BROMOETHYL)BENZENE,185.0649,219,
103-65-1,N-PROPYLBENZENE,120.196,159.2,
103-67-3,N-METHYLBENZYLAMINE,121.1836,180.5,
103-69-5,N-ETHYLANILINE,121.1836,203.0,
103-70-8,FORMANILIDE,121.1399,271,
103-71-9,PHENYL ISOCYANATE,119.124,163,
103-72-0,PHENYLISOTHIOCYANATE,135.1886,221,
103-73-1,ETHOXYBENZENE,122.1683,169.8,
103-76-4,1-Piperazineethanol,130.1913,246,
103-79-7,1-PHENYL-2-PROPANONE,134.1795,216.5,
103-82-2,PHENYLACETIC ACID,136.1518,265.5,Merck Index
103-83-3,"N,N-DIMETHYLBENZYLAMINE",135.2107,181,
103-84-4,ACETANILIDE,135.167,304,
103-89-9,4-METHYLACETANILIDE,149.1941,307,
103-95-7,Cyclamen aldehyde,190.2878,108.25,Ullmann On-Line
104-09-6,"Benzeneacetaldehyde, 4-methyl-",134.1795,221.5,
104-12-1,1-CHLORO-4-ISOCYANATOBENZENE,153.569,203.5,
104-13-2,"BENZENAMINE, 4-BUTYL-",149.2378,261,
104-21-2,"Benzenemethanol, 4-methoxy-, acetate",180.2053,270,
104-45-0,"Benzene, 1-methoxy-4-propyl-",150.2225,211.5,
104-46-1,ANETHOLE,148.2065,235,
104-47-2,"Benzeneacetonitrile, 4-methoxy-",147.1782,286.5,
104-49-4,"Benzene, 1,4-diisocyanato-",160.1333,260,ALDRICH (2000)
104-50-7,"2(3H)-Furanone, 5-butyldihydro-",142.1996,234,ALDRICH (2000)
104-51-8,N-BUTYLBENZENE,134.2231,183.3,
104-52-9,3-PHENYL-1-CHLOROPROPANE,154.641,219.5,
104-53-0,Benzenepropanal,134.1795,224,
104-54-1,CINNAMYL ALCOHOL,134.1795,250      ,
104-55-2,3-PHENYL-2-PROPENAL,132.1635,246      ,
104-57-4,"Formic acid, phenylmethyl ester",136.1518,203,
104-64-3,"Benzenepropanol, formate",164.2059,250,ChemFinder (2005)
104-65-4,"2-Propen-1-ol, 3-phenyl-, formate",162.19,252,"LIDE,DR (2001)"
104-67-6,"2(3H)-Furanone, 5-heptyldihydro-",184.2809,286,
104-72-3,1-PHENYLDECANE,218.3856,298,
104-75-6,2-ETHYLHEXYLAMINE,129.2473,169,
104-76-7,2-ETHYL-1-HEXANOL,130.2321,184.6,
104-78-9,"1,3-Propanediamine, N,N-diethyl-",130.2349,168.5,
104-80-3,"2,5-Tetrahydrofurandimethanol",132.1607,265,
104-81-4,"Benzene, 1-(bromomethyl)-4-methyl-",185.0649,220,
104-82-5,P-(CHLOROMETHYL)TOLUENE,140.6139,201,
104-83-6,"BENZENE, 1-CHLORO-4-(CHLOROMETHYL)-",161.0319,223,
104-84-7,"BENZENEMETHANAMINE, 4-METHYL-",121.1836,195,
104-85-8,4-METHYLBENZONITRILE,117.1517,217.0,
104-87-0,P-TOLUALDEHYDE,120.1524,204.5,
104-88-1,4-CHLOROBENZALDEHYDE,140.5703,213.5,
104-90-5,5-ETHYL-2-METHYLPYRIDINE,121.1836,178.3,
104-92-7,4-BROMOANISOLE,187.0372,215,
104-93-8,P-METHYLANISOLE,122.1683,175.5,
104-94-9,4-METHOXYANILINE,123.1559,243,
104-96-1,"Benzenamine, 4-(methylthio)-",139.2205,272.5,
105-05-5,P-DIETHYLBENZENE,134.2231,183.7,
105-08-8,"1,4-Cyclohexanedimethanol",144.2155,285,"FLICK,EW (1991)"
105-13-5,P-METHOXYBENZYL ALCOHOL,138.1677,259.1,
105-30-6,2-METHYL-1-PENTANOL,102.1779,149,
105-31-7,1-HEXYN-3-OL,98.146,142,
105-34-0,METHYL CYANOACETATE,99.09,200.5,
105-36-2,"BROMOACETIC ACID, ETHYL ESTER",167.0032,168.5,
105-37-3,ETHYL PROPIONATE,102.1343,99.1,
105-38-4,VINYL PROPIONATE,100.1183,91.2,
105-39-5,ETHYL CHLOROACETATE,122.5522,144.3,
105-40-8,"N-METHYLCARBAMIC ACID, ET ESTER",103.1218,170,
105-41-9,"2-HEXANAMINE, 4-METHYL-",115.2202,132.5,
105-42-0,"2-HEXANONE, 4-METHYL-",114.189,144.5,
105-45-3,METHYL ACETOACETATE,116.1177,171.7,
105-46-4,S-BUTYLACETATE,116.1613,112,
105-48-6,ISOPROPYL CHLOROACETATE,136.5793,150.5,
105-50-0,"Pentanedioic acid, 3-oxo-, diethyl ester",202.2089,250,
105-53-3,DIETHYL MALONATE,160.1713,200,
105-54-4,ETHYLBUTYRATE,116.1613,121.5,
105-56-6,ETHYL CYANOACETATE,113.117,210,
105-57-7,"1,1-DIETHOXYETHANE",118.1773,102.2,
105-58-8,DIETHYL CARBONATE,118.1337,126,
105-59-9,N-METHYLDIETHANOLAMINE,119.1649,247,
105-60-2,CAPROLACTAM,113.1607,270,
105-66-8,N-PROPYLBUTYRATE,130.1884,143.0,
105-67-9,"2,4-DIMETHYLPHENOL",122.1683,210.9,
105-68-0,"1-Butanol, 3-methyl-, propanoate",144.2155,160.2,
105-72-6,"Butanoic acid, 1,2-ethanediyl ester",202.2526,240,
105-76-0,DIBUTYL MALEATE,228.2908,281,
105-83-9,"1,3-Propanediamine, N-(3-aminopropyl)-N-methyl-",145.2496,232.5,
105-86-2,"2,6-Octadien-1-ol, 3,7-dimethyl-, formate, (2E)-",182.2649,229 dec,Ullmann On-Line
105-87-3,GERANIOL ACETATE,196.292,240,
105-90-8,"2,6-Octadien-1-ol, 3,7-dimethyl-, propanoate, (2",210.3191,253,Ullmann On-Line
106-07-0,"Octadecanoic acid, 2- 2- 2-(2-hydroxyethoxy)etho",460.7007,328,
106-20-7,Di-(2-ethylhexyl)amine,241.4641,281.1,"FLICK,EW (1991)"
106-21-8,"3,7-Dimethyloctan-1-ol",158.2862,212-213,Kirk-Othmer On-Line
106-22-9,"3,7-DIMETHYL-6-OCTEN-1-OL",156.2703,224.5    ,
106-24-1,GERANIOL,154.2544,230,
106-25-2,"2,6-Octadien-1-ol, 3,7-dimethyl-, (Z)-",154.2544,225,
106-27-4,ISOPENTYL BUTANOATE,158.2426,179,
106-30-9,ETHYL HEPTANOATE,158.2426,187,
106-31-0,BUTYRIC ANHYDRIDE,158.199,200,
