CAS,Name,Mol Wt,Melt Pt (deg C),Reference
66-25-1,HEXANAL,100.1619,-56,
66-27-3,METHYL METHANE SULFONATE,110.1323,20,CRC Handbook
66-28-4,STROPHANTHIDIN,404.5079,173 dec,
66-32-0,STRYCHNINE NITRATE,397.4346,295,
66-56-8,"2,3-DINITROPHENOL",184.1092,144.5,
66-71-7,O-PHENANTHROLINE,180.211,117,
66-72-8,PYRIDOXAL,167.1658,165       ,
66-75-1,URACIL MUSTARD,252.1018,206 dec,
66-76-2,DICOUMAROL,336.3039,290,
66-77-3,1-Naphthalenecarboxaldehyde,156.1858,33.5,
66-79-5,OXACILLIN,402.4524,188       ,
66-81-9,CYCLOHEXIMIDE,281.3549,119,
66-97-7,PSORALEN,186.1687,163-164   ,
66-99-9,NAPHTHALENE-2-CARBONITRILE,156.1858,62,
67-03-8,Thiamine HCl,300.8125,248 dec,
67-16-3,Thiamine Disulfide,562.7178,177,
67-20-9,NITROFURANTOIN,238.1608,263,
67-21-0,Ethionine DL-,163.24,269 dec,Aldrich (1998)
67-28-7,Nihydrazone,197.1515,232.5 dec,
67-36-7,"Benzaldehyde, p-phenoxy-",198.2234,24-25,Aldrich (1998)
67-42-5,Egtazic acid [USAN:INN],380.3548,241 dec,Aldrich (1998)
67-45-8,FURAZOLIDONE,225.1621,255,
67-47-0,"2-Furaldehyde, 5-hydroxymethyl-",126.1129,31.5,
67-48-1,Choline chloride,139.6264,305 dec,CRC Handbook
67-51-6,"1H-PYRAZOLE, 3,5-DIMETHYL-",96.1329,107.5,
67-52-7,BARBITURIC ACID,128.0881,248,
67-56-1,METHANOL,32.0424,-97.6,Merck Index (1996)
67-62-9,O-METHYLHYDROXYLAMINE,47.0571,< 25,
67-63-0,ISOPROPANOL,60.0966,-89.5,
67-64-1,ACETONE,58.0807,-94.8,CRC Handbook
67-66-3,CHLOROFORM,119.3781,-63.6,
67-68-5,DIMETHYL SULFOXIDE,78.1335,18.5,Merck Index (2001)
67-71-0,DIMETHYL SULFONE,94.1329,109,
67-72-1,HEXACHLOROETHANE,236.7403,187,
67-73-2,FLUOCINOLONE ACETONIDE,452.4999,265-266   ,
67-78-7,TRIAMCINOLONE DIACETATE,478.5194,235,
67-81-2,17a-Testosterone 3-cyclopentyl enol ether,370.5804,150,
67-92-5,Dicyclomine Hydrochloride,345.9573,165,
67-96-9,Dihydrotachysterol,398.6782,126,
67-97-0,Vitamin D3,384.6511,84.5,
68-05-3,TETRAETHYL AMMONIUM IODIDE,257.1597,300,
68-11-1,MERCAPTOACETIC ACID,92.117,-16.5,
68-12-2,"N,N'-DIMETHYLFORMAMIDE",73.0953,-60.4,
68-19-9,Vitamin B 12,1356.4042,> 300,
68-22-4,Norethindrone,298.429,203.5,
68-23-5,Norethynodrel,298.429,169.5,
68-26-8,Retinol,286.4615,63.5,
68-35-9,SULFADIAZINE,250.2808,255.5 dec,
68-36-0,P-DI(TRICHLOROMETHYL)BENZENE,312.8391,109,
68-39-3,"3-Isoxazolidinone, 4-amino-, (+)-",102.0935,138-141,Aldrich (1998)
68-41-7,D-4-Amino-3-isoxazolidinone,102.0935,155.5 dec,
68-76-8,TRIAZIQUONE,231.2563,162.5-163,
68-90-6,BENZIODARONE,518.0922,167       ,
68-91-7,Trimethaphan Camsylate,596.814,245 dec,
68-94-0,HYPOXANTHINE,136.1138,150 dec,
68-96-2,17-ALPHA-HYDROXYPROGESTERONE,330.4715,222-223   ,
69-09-0,Chlorpromazine hydrochloride [USAN:BAN:JAN],355.3324,194-196,Aldrich (1998)
69-14-7,Trimanyl,541.6512,226-227,Merck Index (2001)
69-22-7,"Caffeine, citrated [USAN]",194.1945,238,Merck Index (2001)
69-23-8,FLUPHENAZINE,437.5312,< 25,
69-24-9,Cinchotoxine,294.4,59,
69-27-2,Chlorisondamine Chloride,429.0469,261 dec,
69-43-2,Prenylamine lactate,329.4895,140-142,Merck Index (2001)
69-52-3,Ampicillin sodium [USAN:JAN],371.3934,215 dec,Aldrich (1998)
69-53-4,AMPICILLIN,349.4115,208 dec,
69-65-8,MANNITOL,182.1749,168,
69-72-7,SALICYLIC ACID,138.1241,158,
69-74-9,Cytarabine hydrochloride [USAN],243.2211,197-198,Aldrich (1998)
69-78-3,Dithionitrobenzoic acid,396.3565,240-245 de,Aldrich (1998)
69-79-4,MALTOSE,342.3025,102-103   ,
69-81-8,Carbazochrome [INN:JAN],236.2321,203 dec,Merck Index (2001)
69-91-0,ALPHA-PHENYLGLYCINE,151.1664,292 dec,
70-00-8,TRIFLURIDINE,296.2048,186-189   ,
70-07-5,Metazocine,231.3407,144,
70-11-1,"ETHANONE, 2-BROMO-1-PHENYL-",199.0484,50.5,
70-18-8,Glutathione,307.3275,195,
70-19-9,Thurfyl Nicotinate,207.2312,< 25,
70-22-4,Oxotremorine,206.2901,< 25,
70-25-7,N-NITROSO-N-METHYL-N'-NITROGUANIDINE,147.0939,118 (dec),
70-26-8,ORNITHINE,132.1636,140,
70-29-1,Diethyl sulfoxide,106.1877,14,
70-30-4,HEXACHLOROPHENE,406.9096,166.5,
70-34-8,"1-FLUORO-2,4-DINITROBENZENE",186.1002,25.8,
70-38-2,DIMETHRIN,286.4179,< 25,
70-43-9,Barthrin,336.8187,< 25,
70-47-3,ASPARAGINE,132.12,234-235   ,
70-49-5,"Butanedioic acid, mercapto-",150.154,149.0,
70-51-9,Deferoxamine,560.6967,140,
70-54-2,DL-Lysine,146.1907,224,
70-55-3,4-METHYLBENZENESULFONAMIDE,171.2193,138.5,
70-69-9,"1-Propanone, 1-(4-aminophenyl)-",149.1941,140,
70-70-2,P-HYDROXYPROPIOPHENONE,150.1789,149,
70-78-0,3-Iodotyrosine,307.0894,205 dec,
71-00-1,HISTIDINE,155.1575,287 dec,
71-23-8,1-PROPANOL,60.0966,-126.1,
71-27-2,Succinylcholine Chloride,361.3122,190,
71-30-7,CYTOSINE,111.104,322.5 dec,
71-36-3,1-BUTANOL,74.1237,-89.8,
71-41-0,1-PENTANOL,88.1508,-78.9,
71-43-2,BENZENE,78.1147,5.5,
71-44-3,Spermine,202.3455,29,
71-55-6,"1,1,1-TRICHLOROETHANE",133.4052,-30.4,
71-58-9,Medroxyprogesterone acetate [JAN],386.5362,206.5,Aldrich (2000)
71-62-5,Veratridine,597.7556,180,
71-63-6,DIGITOXIN,764.9594,255.5,
71-78-3,Pipradrol hydrochloride [JAN],267.3742,308.5 dec,Merck Index (1989)
71-79-4,Benzacine hydrochloride,299.373,187,"Lewis, RJ (2000)"
71-81-8,Isopropamide Iodide,480.4367,199 dec,
71-82-9,Levallorphan tartrate [JAN],283.4172,177,Merck Index (1989)
71-91-0,TETRAETHYL AMMONIUM BROMIDE,210.1593,286 dec,
72-14-0,SULFATHIOZOLE,255.319,189,
72-17-3,Sodium Lactate,112.0613,< 25,
72-18-4,VALINE,117.1489,315,
72-19-5,THREONINE(L),119.1212,256 dec,
72-20-8,ENDRIN,380.915,226-230,
72-23-1,Dehydrocorticorsterone,344.4549,183.5,
72-33-3,Mestranol,310.4402,150.5,
72-43-5,METHOXYCHLOR,345.6558,87,
72-44-6,METHAQUALONE,250.3028,120,
72-48-0,ALIZARINE,240.2175,289.5,
72-54-8,"P,P'-DDD",320.0478,109.5,
72-55-9,"P,P'-DDE",318.0319,89,
72-56-0,"1,1-DICHLORO-2,2-BIS(ETHYLPHENYL)ETHANE",307.2661,56,
72-57-1,TRYPAN BLUE,960.8174,>300,
72-63-9,Methandrostenolone,300.445,163.5,Merck Index (2001)
72-80-0,Chlorquinaldol,228.0794,114.5,
73-03-0,Cordycepin,251.2468,225.5,
73-05-2,Phentolamine hydrochloride,317.8215,239.5,Merck Index (1989)
73-09-6,Etozolin,284.38,140,
73-22-3,TRYPTOPHAN,204.2305,290.5 dec,
73-24-5,ADENINE,135.1291,360 dec,
73-31-4,MELATONIN,232.2847,117,
73-32-5,ISO-LEUCINE,131.176,285.5 dec,
73-40-5,GUANINE,151.1285,360 dec,
73-48-3,BENDROFLUMETHIAZIDE,421.4197,221-223   ,
73-49-4,Quinethazone,289.7424,251.0,
73-67-6,Toxopyrimidine,139.1581,198,
73-78-9,Lidocaine hydrochloride,270.8052,77.5,Merck Index (1989)
74-11-3,4-CHLOROBENZOIC ACID,156.5697,243,
74-31-7,"N,N'-DIPHENYL-P-BENZENEDIAMINE",260.3416,144,
74-39-5,"1,3-Benzenediol, 4- (4-nitrophenyl)azo -",259.2232,200,
74-55-5,Ethambutol,204.315,89,CRC Handbook
74-79-3,ARGININE,174.2041,244 dec,
74-82-8,METHANE,16.043,-182.4,
74-83-9,METHYL BROMIDE,94.9391,-93.7,
74-84-0,ETHANE,30.0701,-182.8,
74-85-1,ETHYLENE,28.0542,-169,
74-86-2,ACETYLENE,26.0382,-80.7,
74-87-3,METHYL CHLORIDE,50.4881,-97.7,
74-88-4,METHYL IODIDE,141.9395,-66.4,
74-89-5,METHYLAMINE,31.0577,-93.4,Merrck Index
74-90-8,HYDROCYANIC ACID,27.0258,-13.4,Merck Index
74-93-1,METHANETHIOL,48.107,-123,
74-94-2,"Boron, trihydro(N-methylmethanamine)-, (T-4)-",58.9197,36,Aldrich (2000)
74-95-3,DIBROMOMETHANE,173.8351,-52.5,
74-96-4,BROMOETHANE,108.9662,-118.6,
74-97-5,CHLOROBROMOMETHANE,129.3841,-87.9,
74-98-6,PROPANE,44.0972,-187.6,
74-99-7,PROPYNE,40.0653,-102.7,
75-00-3,CHLOROETHANE,64.5152,-138.7,
75-01-4,VINYLCHLORIDE,62.4992,-153.7,
75-02-5,VINYLFLUORIDE,46.0446,-160.5,
75-03-6,IODOETHANE,155.9665,-111.1,
75-04-7,ETHYLAMINE,45.0848,-81.2,Hawley
75-05-8,ACETONITRILE,41.0529,-43.8,
75-07-0,ACETALDEHYDE,44.0536,-123,
75-08-1,ETHYL MERCAPTAN,62.1341,-147.8,CRC Handbook
75-09-2,DICHLOROMETHANE,84.9331,-95.1,
75-10-5,DIFLUOROMETHANE,52.0239,-136,
75-11-6,METHYLENE IODIDE,267.8359,6.1,
75-12-7,FORMAMIDE,45.0412,2.55,
75-15-0,CARBON DISULFIDE,76.1392,-111.5,
75-17-2,FORMAMIDE OXIME,45.0412,2.5,
75-18-3,DIMETHYLSULFIDE,62.1341,-98.3,
75-19-4,CYCLOPROPANE,42.0813,-127.4,
75-20-7,Calcium Carbide,64.1023,2300,
75-21-8,ETHYLENE OXIDE,44.0536,-111.7,
75-22-9,BORINE TRIMETHYLAMINE,72.9468,94,
75-23-0,"Boron, (ethanamine)trifluoro-, (T-4)-",112.891,87,Aldrich (2000)
75-24-1,TRIMETHYLALUMINIUM,72.0867,15.4,
75-25-2,BROMOFORM,252.7311,8.0,
75-26-3,2-BROMOPROPANE,122.9932,-89,
75-27-4,BROMODICHLOROMETHANE,163.8291,-57,
75-28-5,2-METHYLPROPANE,58.1243,-138.3,CRC Handbook
75-29-6,2-CHLOROPROPANE,78.5422,-117.2,
75-30-9,2-IODOPROPANE,169.9936,-90,
75-31-0,ISOPROPYLAMINE,59.1119,-95.1,
75-33-2,2-PROPANETHIOL,76.1612,-130.5,CRC Handbook
75-34-3,"1,1-DICHLOROETHANE",98.9602,-96.9,
75-35-4,"1,1-DICHLOROETHENE",96.9442,-122.5,
75-36-5,ACETYLCHLORIDE,78.4986,-112.8,
75-37-6,"1,1-DIFLUOROETHANE",66.051,-117,
75-38-7,"1,1-DIFLUOROETHENE",64.035,-144,
75-39-8,Acetaldehyde ammonia,61.0842,97,
75-43-4,DICHLOROFLUOROMETHANE,102.9235,-135,
75-44-5,PHOSGENE,98.9166,-118,Merck Index
75-45-6,CHLORODIFLUOROMETHANE,86.4689,-157.4,
75-46-7,TRIFLUOROMETHANE,70.0143,-155.1,
75-47-8,IODOFORM,393.7323,119,
75-50-3,TRIMETHYLAMINE,59.1119,-117.08,Merck Index
75-52-5,NITROMETHANE,61.0406,-28.5,CRC Handbook
75-54-7,DICHLOROMETHYLSILANE,115.035,-93,
75-55-8,2-METHYLAZIRIDINE,57.0959,-65.00,
75-56-9,PROPYLENE OXIDE,58.0807,-111.9,
75-57-0,"N,N,N-Trimethylmethanaminium, Chloride",109.5999,420 dec,
75-58-1,Tetramethylammonium iodide,201.0513,>230,
75-60-5,CACODYLIC ACID,137.9985,195,
75-61-6,DIBROMODIFLUOROMETHANE,209.8159,-110.1,
75-62-7,BROMOTRICHLOROMETHANE,198.2742,-5.7,
75-63-8,BROMOTRIFLUOROMETHANE,148.9103,-172,
75-64-9,T-BUTYLAMINE,73.139,-72.65,Merck Index
75-65-0,T-BUTANOL,74.1237,25.4,
75-66-1,2-METHYL-2-PROPANETHIOL,90.1883,-0.5,CRC Handbook
75-68-3,"1-CHLORO-1,1-DIFLUOROETHANE",100.496,-130.8,
75-69-4,TRICHLOROFLUOROMETHANE,137.3686,-111.1,
75-71-8,DICHLORODIFLUOROMETHANE,120.914,-158,
75-72-9,CHLOROTRIFLUOROMETHANE,104.4594,-181,
75-73-0,TETRAFLUOROMETHANE,88.0048,-183.5,
75-74-1,TETRAMETHYL LEAD,267.3302,-27.5,
75-75-2,METHANESULFONIC ACID,96.1052,20,
75-76-3,TETRAMETHYLSILANE,88.2262,-99.0,
75-77-4,CHLOROTRIMETHYLSILANE,108.6442,-40,
75-78-5,DICHLORODIMETHYLSILANE,129.0621,-16,
75-79-6,METHYLTRICHLOROSILANE,149.4801,-90,
75-80-9,"ETHANOL, 2,2,2-TRIBROMO-",282.7576,81,
75-81-0,"Ethane, 1,2-dibromo-1,1-dichloro-",256.7522,-26,
75-82-1,"1,2-Dibromo-1,1-difluoroethane",223.843,-61.3,
75-83-2,"2,2-DIMETHYLBUTANE",86.1785,-99,
75-84-3,"2,2-DIMETHYL-1-PROPANOL",88.1508,52.5,
75-85-4,2-METHYL-2-BUTANOL,88.1508,-9.1,CRC Handbook
75-86-5,ACETONE CYANOHYDRIN,85.1065,-19,
75-87-6,TRICHLOROACETALDEHYDE,147.3887,-57.5,
75-88-7,"1,1,1-TRIFLUORO-2-CHLOROETHANE",118.4864,-105.5,
75-89-8,"2,2,2-TRIFLUOROETHANOL",100.0408,-43.5,
75-91-2,TERT-BUTYLHYDROPEROXIDE,90.1231,-8,
75-93-4,Methyl sulfate,112.1046,<-30,
75-94-5,VINYLTRICHLOROSILANE,161.4912,-95,
75-95-6,Pentabromoethane,424.5503,56.5,
75-96-7,"Acetic acid, tribromo-",296.7411,132,
75-97-8,"3,3-DIMETHYL-2-BUTANONE",100.1619,-52.5,CRC Handbook
75-98-9,"2,2-Dimethyl propanoic acid",102.1343,35,
75-99-0,DALAPON,142.9701,-5,
76-00-6,"1,1,1-Trichloro-2-propanol",163.4317,50.5,
76-01-7,PENTACHLOROETHANE,202.2953,-29,
76-02-8,TRICHLORACETYLCHLORIDE,181.8337,-31.8,
76-03-9,TRICHLOROACETIC ACID,163.3881,57.5,
76-04-0,"Acetic acid, chlorodifluoro-",130.4789,25,
76-05-1,TRIFLUOROACETIC ACID,114.0243,-15.2,Merck Index
76-06-2,TRICHLORONITROMETHANE,164.3757,-64,
76-08-4,TRIBROMO-TERT-BUTYL ALCOHOL,310.8118,169,
76-09-5,PINACOL,118.1773,43,
76-11-9,"1,1,1,2-TETRACHLORO-2,2-DIFLUOROETHANE",203.8311,40.6,
76-12-0,"1,1,2,2,-TETRACHLORODIFLUOROETHANE",203.8311,26,
76-13-1,"1,1,2-TRICHLOROTRIFLUOROETHANE",187.3765,-35,
76-14-2,"1,2-DICHLOROTETRAFLUOROETHANE",170.9219,-94,
76-15-3,CHLOROPENTAFLUOROETHANE,154.4673,-99.4,
76-16-4,HEXAFLUOROETHANE,138.0127,-100.7,
76-17-5,"Propane, 1,2,3-trichloro-1,1,2,3,3-pentafluoro-",237.3845,-72,
76-19-7,OCTAFLUOROPROPANE,188.0206,-147.6,
76-20-0,TRIONAL,242.3583,76,
76-22-2,CAMPHOR,152.2384,180,
76-23-3,Tetrabarbital,240.3048,122,
76-24-4,Alloxantin,286.159,254 dec,
76-25-5,TRIAMCINOLONE ACETONIDE,434.5095,293,
76-28-8,Sarmentogenin,390.5244,280,Merck Index (1989)
76-29-9,3-Bromo-d-camphor,231.1345,77,
76-30-2,TETRAHYDROXYSUCCINIC ACID,182.0876,114.5,
76-36-8,"a,a,b-Trichloro-n-butyraldehyde",175.4429,< 25,
76-37-9,"2,2,3,3-TETRAFLUOROPROPANOL",132.0583,-15,
76-38-0,METHOXYFLURANE,164.9675,-35       ,
76-39-1,2-METHYL-2-NITRO-1-PROPANOL,119.1212,89.5,
76-41-5,OXYMORPHONE,301.3453,248-249   ,
76-42-6,Oxycodone,315.3724,219,
76-43-7,FLUOXYMESTERONE,338.4667,270,Merck Index (2001)
76-44-8,HEPTACHLOR,373.3224,95.5,
76-45-9,Protoverine,447.6204,221,
76-47-1,Hydrocortamate,475.6309,162.5,
76-49-3,BORNYL ACETATE,196.292,29,
76-53-9,Veatchine,343.5138,119.5,
76-57-3,CODEINE,299.373,157.5,
76-58-4,DIONINE,313.4001,199-201   ,
76-59-5,Bromthymol Blue,624.3932,201,
76-60-8,Bromcresol Green,698.0227,218.5,
76-61-9,Thymol Blue,466.6012,223 dec,
76-62-0,"3',3"",5',5""-Tetrabromophenolphthalein",633.9163,296,
76-63-1,"Stannane, allyltriphenyl-",391.0836,75,Aldrich (2000)
76-65-3,Amolanone,309.4118,43.4,
76-66-4,Rhynchophylline,384.4795,216,
76-68-6,CYCLOPENTABARBITAL,234.257,139.5,
76-73-3,SECOBARBITAL,238.2889,100,
76-74-4,PENTOBARBITAL,226.2777,129.5,
76-76-6,PROBARBITAL,198.2235,203,
76-77-7,Neoquassin,390.4808,227,
76-78-8,Quassin,388.4649,222,
76-80-2,Tephrosin,410.4276,198,
76-83-5,"BENZENE, 1,1',1''-(CHLOROMETHYLIDYNE)TRIS-",278.7844,113.5,
76-84-6,TRIPHENYLCARBINOL,260.3388,164.2,
76-86-8,Chlorotriphenylsilane,294.8592,90-93,CHEM INSPECT TESTING INST (1992)
76-87-9,TRIPHENYLTIN HYDROXIDE,367.0176,119,
76-89-1,"Benzeneacetic acid, .alpha.-hydroxy-.alpha.-phen",242.277,75.8,
76-90-4,Mepenzolate Bromide,420.3503,228 dec,
76-93-7,BENZILIC ACID,228.2499,151,
76-94-8,"BARBITURIC ACID,5-ME-5-PHENYL-",218.2139,220,
77-02-1,APROBARBITAL,210.2347,141,
77-03-2,Piperdione,169.2254,104,
77-04-3,"2,4(1H,3H)-PYRIDINEDIONE, 3,3-DIETHYL-",167.2095,90.7,
77-06-5,GIBBERELLIC ACID,346.3836,234,
77-07-6,LEVORPHANOL,257.379,198-199   ,
77-09-8,PHENOLPHTHALEIN,318.3322,262.5,
77-10-1,Phencyclidine,243.3955,46.5,
77-14-5,Proheptazine,275.3943,< 25,
77-15-6,Ethoheptazine,261.3672,< 25,
77-16-7,Plumericin,292.2912,212 dec,
77-21-4,2-ETHYL-2-PHENYLGLUTERIMIDE,217.27,84        ,
77-26-9,Butalbital,224.2618,138.5,
77-27-0,THIAMYLAL,254.3535,132-133   ,
77-28-1,5-BUTYL-5-ETHYLBARBITURIC ACID,212.2506,128.5,
77-32-7,THIOBARBITAL,200.261,180       ,
77-36-1,Chlorthalidone,338.7718,239,
77-37-2,Procyclidine,287.4491,86,
77-40-7,"2,2-bis(4-hydroxyphenyl)butane",242.3207,120.5,
77-41-8,METHSUXIMIDE,203.2429,52.5,Merck Index
77-42-9,b-Santalol,220.3579,< 25,
77-46-3,Acedapsone,332.3809,290,
77-47-4,HEXACHLOROCYCLOPENTADIENE,272.7738,-9,
77-48-5,"2,4-Imidazolidinedione, 1,3-dibromo-5,5-dimethyl",285.9238,198 dec,
77-49-6,"2-METHYL-2-NITROPROPANE-1,3-DIOL",135.1206,150.1,
77-50-9,Propoxyphene,339.4819,75.5,Merck Index (1989)
77-52-1,"Urs-12-en-28-oic acid, 3-hydroxy-, (3.beta.)-",456.7153,284,
77-53-2,Cedrol,222.3739,86,
77-58-7,DIBUTYLTIN DILAURATE,631.5545,23,
77-59-8,TOMATIDINE,415.6652,210.5,
77-60-1,TIGOGENIN,416.6499,205.5,
77-63-4,"2,4,6,8-TETRAMETHYL-2,4,6,8-TETRAPHENYLCYCLOTE*",544.9088,99,
77-65-6,CARBROMAL,237.0979,118,
77-66-7,Acecarbromal,279.1355,109,
77-67-8,ETHOSUXIMIDE,141.1712,65,Merck Index
77-71-4,"2,4-IMIDAZOLIDINEDIONE, 5,5-DIMETHYL-",128.1317,178,Sax
77-73-6,DICYCLOPENTADIENE,132.2071,-1,
77-74-7,3-METHYL-3-PENTANOL,102.1779,-23.6,
77-75-8,METHYL PENTYNOL,98.146,30.5,
77-76-9,"2,2-DIMETHOXYPROPANE",104.1502,-47,
77-77-0,"1,1'-SULFONYLBISETHENE",118.1552,-26,
77-78-1,DIMETHYLSULFATE,126.1317,-27,CRC Handbook
77-79-2,"2,5-DIHYDROTHIOPHENE 1,1-DIOXIDE",118.1552,64.5,
77-80-5,"Distannathiane, hexaphenyl- (9CI)",732.0845,144,"Lewis, RJ (2000)"
77-81-6,TABUN,162.1294,-50,Merck Index (2001)
77-84-9,"2-Ethyl-2-methyl-1,3-propanediol",118.1773,40.3,
77-85-0,"1,3-Propanediol, 2-(hydroxymethyl)-2-methyl-",120.1496,204,
77-86-1,AMINOTRIS(HYDROXYMETHYL)METHANE,121.1372,171.5,Merck Index (avg)
77-90-7,ACETYL TRIBUTYL CITRATE,402.4892,-80,
77-91-8,Choline Dihydrogen Citrate,295.2919,106,
77-92-9,CITRIC ACID,192.1265,153,
77-93-0,TRIETHYL CITRATE,276.289,< 25,
77-94-1,Butyl Citrate,360.4515,-20,
77-95-2,Quinic acid,192.1701,162.5,
77-99-6,"1,1,1-TRIS(HYDROXYMETHYL)PROPANE",134.1767,58,
78-00-2,TETRAETHYL LEAD,323.4386,-136,
78-04-6,Dibutyltin maleate,361.0079,137.5,Aldrich (2000)
78-05-7,Phenoctide,432.0949,113,
78-10-4,ETHYL SILICATE,208.3322,-82.5,
78-11-5,PENTAERYTHRITOL TETRANITRATE,316.1391,140.5,
78-12-6,Pentaerythritol Chloral,725.7037,53,
78-13-7,Tetrakis(2-ethylbutoxy)silane,432.7656,<-100,"Lewis, RJ (2000)"
78-19-3,Pentaerythritol diacrolein acetal,212.2478,44.5,Aldrich (2000)
78-24-0,Tripentaerythritol,372.4163,249,
78-26-2,"1,3-Propanediol, 2-methyl-2-propyl-",132.2044,62.5,
78-27-3,1-ETHYNYL CYCLOHEXANOL,124.1842,31.5,
78-28-4,"3-Pentanol, 3-methyl-, carbamate",145.2031,56.0,
78-30-8,TRI-O-CRESYL PHOSPHATE,368.3729,11,
78-32-0,TRI-P-CRESYL PHOSPHATE,368.3729,77.5,
78-34-2,DIOXATHION,456.541,-20,
78-35-3,"3,7-Dimethyl-1,6-octadien-3-yl isobutyrate",224.3462,<25,"Lewis, RJ (2000)"
78-40-0,TRIETHYL PHOSPHATE,182.1579,-56.4,
78-41-1,Triparanol,438.0146,103,
78-42-2,TRIS(2-ETHYLHEXYL) PHOSPHATE,434.6455,-74,
78-44-4,Carisoprodol,260.3361,92.0,
78-48-8,TRIBUFOS,314.5142,<-25,Tomlin (2003)
78-51-3,TRI-2-BUTOXYETHYL PHOSPHATE,398.4811,-70,
78-53-5,Amiton,269.3455,< 25,
78-57-9,MENAZON,281.2966,164-166,
78-59-1,ISOPHORONE,138.2113,-8.1,
78-62-6,DIMETHYL DIETHOXYSILANE,148.2792,-87,
78-63-7,Varox,290.447,8,ChemFinder (2005)
78-67-1,"2,2'-Azobis(2-methylpropionitrile)",164.2116,101.5,
78-70-6,LINALOOL,154.2544,< 25,
78-71-7,"Oxetane, 3,3-bis(chloromethyl)-",155.0249,18.7,"Lewis, RJ (2000)"
78-74-0,"Ethane, 1,1,2-tribromo-",266.7582,-29.3,
78-75-1,"1,2-DIBROMOPROPANE",201.8893,-55.49,
78-76-2,2-BROMOBUTANE,137.0203,-112      ,
78-77-3,ISOBUTYL BROMIDE,137.0203,-119,
78-78-4,ISOPENTANE,72.1514,-159.9,
78-79-5,"2-METHYL-1,3-BUTADIENE",68.1195,-145.9,
78-80-8,"1-BUTEN-3-YNE, 2-METHYL-",66.1036,-113,
78-81-9,ISOBUTYLAMINE,73.139,-85,Merck Index
78-82-0,2-METHYLPROPANENITRILE,69.1071,-71.5,
78-83-1,ISOBUTYL ALCOHOL,74.1237,-108,
78-84-2,ISOBUTYRALDEHYDE,72.1078,-65.9,
78-85-3,METHACROLEIN,70.0918,-81,
78-86-4,2-CHLOROBUTANE,92.5693,-140,
78-87-5,"1,2-DICHLOROPROPANE",112.9873,-100,
78-88-6,"2,3-DICHLOROPROPENE",110.9713,10,
78-89-7,2-CHLORO-1-PROPANOL,94.5416,< 25,
78-90-0,"1,2-DIAMINOPROPANE",74.1266,< 25,
78-91-1,2-Aminopropanol,75.1113,< 25,
78-92-2,2-BUTANOL,74.1237,-114.7,
78-93-3,2-BUTANONE,72.1078,-86.6,CRC Handbook
78-94-4,METHYLVINYLKETONE,70.0918,< 25,
78-95-5,CHLOROACETONE,92.5257,-44.5,
78-96-6,1-AMINO-2-PROPANOL,75.1113,24-26,
78-97-7,2-HYDROXYPROPANENITRILE,71.0794,-40,
78-98-8,METHYL GLYOXAL,72.0641,< 25,
78-99-9,"1,1-Dichloropropane",112.9873,< 25,
79-00-5,"1,1,2-TRICHLOROETHANE",133.4052,-36.6,
79-01-6,TRICHLOROETHENE,131.3893,-84.7,
79-02-7,DICHLOROACETALDEHYDE,112.9436,-37.5,
79-03-8,Propanoyl chloride,92.5257,-94,
79-04-9,CHLOROACETYLCHLORIDE,112.9436,-22,
79-05-0,PROPRIONAMIDE,73.0953,81.3,
79-06-1,ACRYLAMIDE,71.0794,84.5,
79-07-2,CHLOROACETAMIDE,93.5133,121,
79-08-3,BROMOACETIC ACID,138.949,50,
79-09-4,PROPIONIC ACID,74.0801,-20.7,
79-10-7,ACRYLIC ACID,72.0641,13.5,
79-11-8,CHLOROACETIC ACID,94.498,63,
79-14-1,HYDROXYACETIC ACID,76.0524,79.5,
79-15-2,"Acetamide, N-bromo-",137.9643,103.5,
79-16-3,N-METHYLACETAMIDE,73.0953,28,
79-19-6,THIOSEMICARBAZIDE,91.1351,183,
79-20-9,METHYL ACETATE,74.0801,-98,
79-21-0,PEROXYACETIC ACID,76.0524,-0.2,
79-22-1,METHYL CHLOROFORMATE,94.498,-61,
79-24-3,NITROETHANE,75.0677,-89.5,
79-27-6,"1,1,2,2-TETRABROMOETHANE",345.6542,0,
79-28-7,"Ethene, tetrabromo-",343.6383,56.5,
79-29-8,"2,3-DIMETHYLBUTANE",86.1785,-128.8,
79-30-1,"Propanoyl chloride, 2-methyl-",106.5528,-90,
79-31-2,ISOBUTYRIC ACID,88.1072,-46,
79-33-4,L-LACTIC ACID,90.0795,53,
79-34-5,"1,1,2,2-TETRACHLOROETHANE",167.8502,-43.8,
79-35-6,"1,1-DICHLORO-2,2-DIFLUOROETHYLENE",132.9251,-116,
79-36-7,DICHLOROACETYL CHLORIDE,147.3887,< 25,
79-37-8,Ethanedioyl dichloride,126.9271,-16,
79-38-9,CHLOROTRIFLUOROETHYLENE,116.4705,-158,
79-39-0,Methacrylamide,85.1065,109-111,Aldrich (1998)
79-40-3,RUBEANIC ACID,120.1956,170 dec,
79-41-4,METHACRYLIC ACID,86.0912,16        ,
79-42-5,"Propanoic acid, 2-mercapto-",106.1441,12,
79-43-6,DICHLOROACETIC ACID,128.943,13.5,
79-44-7,DIMETHYLCARBAMYL CHLORIDE,107.5404,-33,
